,house_id,address,price,tax_assessed_price,bedrooms,bathrooms,living_sqft,lot_sqft,lot_unit,days_on_zillow,price_change,date_price_change,zestimate,rent_zestimate,home_status,home_type,non_owner_occupied,preforeclosure_auction,premier_builder,marketing_status,broker,country_currency,date_extracted
11,23775315,"1518 Covell Ave NW, Grand Rapids, MI 49504",349900.0,224000.0,3.0,2.0,1597.0,7840.8,sqft,2,,,344500.0,1820.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,United Realty Services LLC,$,2025-08-17
12,23793124,"420 Elmdale St NE, Grand Rapids, MI 49525",185000.0,162800.0,2.0,1.0,1004.0,8712.0,sqft,2,-14000.0,2025-08-15,185200.0,1775.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Place Real Estate,$,2025-08-17
13,23793460,"3151 Kendalwood Ct NE, Grand Rapids, MI 49505",295000.0,212200.0,3.0,2.0,2262.0,9147.6,sqft,3,,,289200.0,2025.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Keller Williams GR North (Main),$,2025-08-17
14,69454977,"6200 Cascade Pointe Dr SE, Grand Rapids, MI 49546",1595000.0,1367600.0,6.0,6.0,8045.0,0.48,acres,2,,,1526600.0,5862.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Greenridge Realty (EGR),$,2025-08-17
15,23860821,"1173 Edna St SE, Grand Rapids, MI 49507",284900.0,217800.0,3.0,2.0,1390.0,6969.6,sqft,2,,,283100.0,1734.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,616 Realty LLC,$,2025-08-17
16,23852639,"1821 Woodward Ave SE, Grand Rapids, MI 49506",384900.0,298000.0,4.0,2.0,1887.0,7840.8,sqft,3,,,381200.0,2686.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,RE/MAX of Grand Rapids (FH),$,2025-08-17
17,23853871,"1350 Calvin Ave SE, Grand Rapids, MI 49506",359900.0,279800.0,3.0,2.0,1510.0,5662.8,sqft,3,,,349000.0,2124.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Greenridge Realty (EGR),$,2025-08-17
18,23810327,"2325 Fulton St E, Grand Rapids, MI 49503",375000.0,259800.0,3.0,3.0,2302.0,10454.4,sqft,2,,,,,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,EXP Realty (Grand Rapids),$,2025-08-17
19,69462939,"37 Sunnybrook Ave SE, Grand Rapids, MI 49506",425000.0,376200.0,3.0,3.0,2038.0,0.29,acres,3,,,413000.0,2813.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Greenridge Realty (EGR),$,2025-08-17
20,23867444,"21 Frontenac St SE, Wyoming, MI 49548",109900.0,155600.0,3.0,1.0,1020.0,4791.6,sqft,4,,,,1841.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Greenridge Realty (Summit),$,2025-08-17
21,69453984,"21 Peartree Ln NE, Grand Rapids, MI 49546",925000.0,861800.0,3.0,4.0,4058.0,,,1,,,892700.0,3311.0,FOR_SALE,CONDO,True,False,False,For Sale by Agent,Greenridge Realty (EGR),$,2025-08-17
22,23798524,"3050 Winesap Dr NE, Grand Rapids, MI 49525",434000.0,328800.0,3.0,3.0,2079.0,0.29,acres,3,,,425900.0,3017.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Coldwell Banker Schmidt Realtors,$,2025-08-17
23,23812009,"1118 E Fulton St, Grand Rapids, MI 49506",289997.0,254400.0,4.0,1.0,1678.0,3920.4,sqft,1,,,251200.0,1684.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Mitten Real Estate,$,2025-08-17
24,23774655,"1044 Arianna St NW, Grand Rapids, MI 49504",265000.0,196800.0,2.0,1.0,1157.0,7405.2,sqft,4,,,259800.0,1509.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Five Star Real Estate (Eastown),$,2025-08-17
25,23845171,"228 Floyd St SW, Wyoming, MI 49548",190000.0,165600.0,2.0,2.0,1000.0,0.3,acres,2,,,190500.0,1507.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,616 Realty LLC,$,2025-08-17
26,23859905,"820 Merritt St SE, Grand Rapids, MI 49507",260000.0,203600.0,3.0,2.0,1274.0,4791.6,sqft,1,,,258000.0,1871.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,616 Realty LLC,$,2025-08-17
27,23855698,"1325 Burton St SE, Grand Rapids, MI 49507",209900.0,213200.0,3.0,2.0,1514.0,1742.4,sqft,11,,,213900.0,1916.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Key Realty,$,2025-08-17
28,23796647,"1333 Kelsey St NE, Grand Rapids, MI 49505",285000.0,265400.0,3.0,2.0,1856.0,7840.8,sqft,3,,,280000.0,1938.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Five Star Real Estate (Rock),$,2025-08-17
29,23797341,"2342 Fuller Ave NE, Grand Rapids, MI 49505",275000.0,304200.0,3.0,2.0,1380.0,0.42000000000000004,acres,2,,,324200.0,2386.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Five Star Real Estate (Main),$,2025-08-17
30,23823252,"4239 Westchester Dr SE, Grand Rapids, MI 49546",325000.0,233600.0,2.0,2.0,1325.0,0.27,acres,1,,,315900.0,1725.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Keller Williams Realty Rivertown,$,2025-08-17
31,23810945,"33 Batavia Pl NE, Grand Rapids, MI 49503",169900.0,133200.0,1.0,1.0,788.0,2613.6,sqft,4,,,171800.0,1545.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,United Realty Services LLC,$,2025-08-17
32,23800812,"1683 Herrick Ave NE, Grand Rapids, MI 49505",239900.0,250400.0,3.0,2.0,1233.0,6969.6,sqft,2,,,292500.0,2315.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Apex Realty Group,$,2025-08-17
33,23809680,"315 Lawndale Ave NE, Grand Rapids, MI 49503",324900.0,309600.0,3.0,2.0,1665.0,6534.0,sqft,16,-25000.0,2025-08-12,318400.0,2206.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Keller Williams GR North (Main),$,2025-08-17
34,23808853,"143 Ivanhoe Ave NE, Grand Rapids, MI 49546",409900.0,306800.0,3.0,3.0,2223.0,0.36,acres,10,,,399900.0,2982.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Berkshire Hathaway HomeServices Michigan Real Estate (Cascade),$,2025-08-17
35,23806200,"1150 Diamond Ave NE, Grand Rapids, MI 49503",329900.0,178600.0,3.0,2.0,1460.0,6098.4,sqft,2,,,208800.0,1777.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,United Realty Services LLC,$,2025-08-17
36,23797555,"1335 Knapp St NE, Grand Rapids, MI 49505",331500.0,331600.0,3.0,2.0,1749.0,1.04,acres,73,-2500.0,2025-08-06,344900.0,2380.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,JH Realty Partners,$,2025-08-17
37,23817511,"1114 Madison Ave SE, Grand Rapids, MI 49507",230000.0,186600.0,4.0,2.0,1960.0,5227.2,sqft,3,,,224700.0,2341.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Bluebow Realty LLC,$,2025-08-17
38,23819669,"1047 Watkins St SE, Grand Rapids, MI 49507",224900.0,170600.0,4.0,2.0,1379.0,5662.8,sqft,2,,,232600.0,2128.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Clear Realty Group,$,2025-08-17
39,23822983,"3729 Windshire Dr SE, Grand Rapids, MI 49546",449900.0,470800.0,4.0,3.0,2620.0,0.62,acres,101,-35100.0,2025-07-20,459700.0,3212.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,RE/MAX of Grand Rapids (FH),$,2025-08-17
40,23780813,"1101 White Ave NW, Grand Rapids, MI 49504",219900.0,140400.0,3.0,1.0,1088.0,3920.4,sqft,51,-5000.0,2025-08-15,219000.0,1741.0,FOR_SALE,SINGLE_FAMILY,True,False,False,For Sale by Agent,Five Star Real Estate (Tallmadge),$,2025-08-17
